Date;Location;MinTemp;MaxTemp;Rainfall;Evaporation;Sunshine;WindGustDir;WindGustSpeed;WindDir9am;WindDir3pm;WindSpeed9am;WindSpeed3pm;Humidity9am;Humidity3pm;Pressure9am;Pressure3pm;Cloud9am;Cloud3pm;Temp9am;Temp3pm;RainToday;RainTomorrow
31.07.2012;GoldCoast;11;20.II;0;NA;NA;S;48;SSW;SSE;22;30;47;53;1022.8;1019.1;NA;NA;16.II;19.I;No;No
01.08.2012;GoldCoast;08.IX;20;0;NA;NA;E;26;SSW;E;6;15;50;54;1022;1017.9;NA;NA;14.VIII;18;No;No
02.08.2012;GoldCoast;09.I;20.I;0;NA;NA;W;30;WSW;ENE;9;11;34;36;1020.7;1018.2;NA;NA;15.IX;19.I;No;No
03.08.2012;GoldCoast;08.III;NA;0;NA;NA;NE;48;NW;WSW;19;15;52;23;1019.5;1015.9;NA;NA;14.VII;20.V;No;No
04.08.2012;GoldCoast;08.IX;21.VI;0.2;NA;NA;E;26;NW;ENE;11;17;44;39;1020.6;1017;NA;NA;16.IV;20.III;No;No
05.08.2012;GoldCoast;09.I;22.V;0;NA;NA;NE;30;WNW;NE;11;19;51;37;1020.4;1015.9;NA;NA;16.V;21.II;No;No
06.08.2012;GoldCoast;09.II;24.VIII;0;NA;NA;W;41;NW;WSW;7;7;51;21;1019.2;1016;NA;NA;16.VI;24;No;No
07.08.2012;GoldCoast;10;21.VII;0;NA;NA;W;28;NW;ENE;9;13;43;43;1023.4;1021.3;NA;NA;16;21.I;No;No
08.08.2012;GoldCoast;09.VIII;23;0;NA;NA;NW;28;NW;NW;13;17;65;23;1023.6;1019;NA;NA;15.III;22.III;No;No
09.08.2012;GoldCoast;09.VIII;23.III;0;NA;NA;W;35;NW;NW;17;15;42;30;1017.1;1011.4;NA;NA;17.V;22.II;No;No
10.08.2012;GoldCoast;11.VIII;19.IX;0;NA;NA;W;50;W;SW;24;11;33;20;1014.2;1011.5;NA;NA;14.II;19.VI;No;No
11.08.2012;GoldCoast;09.VIII;21.III;0;NA;NA;SSE;54;SSW;S;24;28;40;29;1017;1014.5;NA;NA;16.II;20.II;No;No
12.08.2012;GoldCoast;10.VII;21.III;0;NA;NA;S;59;SSW;SSE;15;33;53;49;1020.2;1018;NA;NA;17.II;19.VI;No;No
13.08.2012;GoldCoast;11.II;20.VIII;0;NA;NA;S;48;S;SSE;31;26;54;56;1023.9;1022.1;NA;NA;17;19.VII;No;No
14.08.2012;GoldCoast;10;23.I;0;NA;NA;NW;28;NW;WNW;13;13;59;32;1023.2;1019.6;NA;NA;16.VI;22.V;No;No
15.08.2012;GoldCoast;09.I;24;0;NA;NA;NW;31;NW;NW;15;15;60;31;1022.1;1017.6;NA;NA;16.VII;23.IV;No;No
16.08.2012;GoldCoast;12.VII;24.VII;0;NA;NA;NNW;39;NE;NNE;11;28;54;57;1018.3;1013;NA;NA;19.III;22.III;No;No
17.08.2012;GoldCoast;12.VI;25;0;NA;NA;NNW;50;NNW;NNE;17;30;58;58;1015.4;1009.9;NA;NA;19.I;23;No;No
18.08.2012;GoldCoast;13.V;21.VIII;0;NA;NA;WNW;61;NW;WNW;22;41;27;18;1015.3;1012.2;NA;NA;18;21.III;No;No
19.08.2012;GoldCoast;10.VIII;19.V;0;NA;NA;WNW;22;SW;E;7;11;35;42;1021.3;1019.8;NA;NA;16;17.VIII;No;No
20.08.2012;GoldCoast;13;21.V;0;NA;NA;ENE;28;SSE;ESE;11;20;61;57;1023.2;1019.3;NA;NA;19.III;20.III;No;No
21.08.2012;GoldCoast;12.VI;22.V;0;NA;NA;NNE;26;NW;NNE;7;19;62;60;1022.9;1019.4;NA;NA;19.II;20.II;No;No
22.08.2012;GoldCoast;12.VI;23.VII;0;NA;NA;NW;33;NW;NE;15;20;67;67;1020.9;1016.4;NA;NA;19.IX;22;No;No
23.08.2012;GoldCoast;14.VIII;26.II;0;NA;NA;NNW;48;NW;NNE;19;33;67;73;1019.6;1015.3;NA;NA;21.IX;23.II;No;No
24.08.2012;GoldCoast;18.IX;25.VII;0;NA;NA;NNW;41;NNW;N;20;24;82;59;1018.6;1014.6;NA;NA;20.IX;25.IV;No;No
25.08.2012;GoldCoast;11.V;23.III;0;NA;NA;S;28;S;E;22;17;37;36;1020.4;1016.7;NA;NA;19.IX;21.I;No;No
26.08.2012;GoldCoast;10.III;24.VI;0;NA;NA;ENE;31;NW;NE;13;26;56;46;1019.1;1015.1;NA;NA;19.III;22.V;No;No
27.08.2012;GoldCoast;13.VII;22.III;0;NA;NA;S;57;SSE;SSE;31;37;50;59;1022.3;1020.2;NA;NA;19.IV;20.V;No;No
28.08.2012;GoldCoast;12.IX;22.IV;0;NA;NA;S;35;S;SE;30;22;49;50;1024.5;1021.2;NA;NA;19.VIII;20.III;No;No
29.08.2012;GoldCoast;12.I;22.VIII;0;NA;NA;NNE;37;WNW;NNE;9;31;55;57;1022.8;1017.6;NA;NA;19.I;21.II;No;No
30.08.2012;GoldCoast;14.I;25;0;NA;NA;N;43;NW;N;22;26;68;53;1018.2;1012.8;NA;NA;19.III;24.I;No;No
31.08.2012;GoldCoast;16.IX;21.II;0.6;NA;NA;SE;39;SE;SE;20;24;80;63;1016.3;1014.2;NA;NA;19;19.VII;No;No
01.09.2012;GoldCoast;08.V;21;0;NA;NA;SE;48;NW;SSE;7;37;31;45;1019.7;1017.6;NA;NA;16.VI;18.VI;No;No
02.09.2012;GoldCoast;08.IX;21.VI;0;NA;NA;SE;46;S;SE;19;35;35;55;1023.2;1020.2;NA;NA;17.I;18.IX;No;No
03.09.2012;GoldCoast;11;24.I;0;NA;NA;NNE;33;NW;NNE;13;30;52;53;1023.4;1018.7;NA;NA;18.VI;21.VI;No;No
04.09.2012;GoldCoast;11.VII;24.I;0;NA;NA;NE;31;NW;NE;2;28;57;54;1024.7;1021.1;NA;NA;20;21.VII;No;No
05.09.2012;GoldCoast;12.VII;23.IX;0;NA;NA;N;44;NW;N;19;24;57;48;1023.7;1018.9;NA;NA;20.IV;22.VI;No;No
06.09.2012;GoldCoast;15.III;25.VI;0;NA;NA;NNW;48;NNW;N;24;31;52;41;1019.3;1014.4;NA;NA;21.III;24.V;No;No
07.09.2012;GoldCoast;16.IX;26.I;0;NA;NA;NNW;41;NNW;NNE;20;31;56;67;1015;1009.6;NA;NA;22.I;22.VI;No;No
08.09.2012;GoldCoast;15.V;23.V;0;NA;NA;SW;39;SE;NE;9;30;26;44;1017.2;1013.6;NA;NA;21.I;22;No;No
09.09.2012;GoldCoast;12.IV;23.VI;0;NA;NA;S;35;SSE;SE;20;26;45;59;1020.6;1019.5;NA;NA;22.II;21.II;No;No
10.09.2012;GoldCoast;13.IV;23.VI;1;NA;NA;S;33;SSE;SE;28;19;59;61;1026.3;1023.5;NA;NA;20.IV;21.IX;No;No
11.09.2012;GoldCoast;13.VI;24.VII;0;NA;NA;NE;22;NW;ENE;7;19;54;57;1025;1021.2;NA;NA;21;23.IV;No;No
12.09.2012;GoldCoast;13.III;25;0;NA;NA;ENE;26;ESE;NE;9;22;64;59;1024.1;1020.3;NA;NA;20;22.VI;No;No
13.09.2012;GoldCoast;14.I;25.VI;0;NA;NA;N;57;NW;N;22;28;64;36;1018.4;1011.7;NA;NA;21.IV;24.IX;No;No
14.09.2012;GoldCoast;14.II;22.II;0;NA;NA;SSE;59;S;SE;31;48;37;58;1017.2;1015.7;NA;NA;18;19.II;No;No
15.09.2012;GoldCoast;12.III;22.VIII;0;NA;NA;SSE;43;SSE;SE;28;33;44;48;1022.9;1020.5;NA;NA;20.IV;20.IX;No;No
16.09.2012;GoldCoast;12.III;23.V;0;NA;NA;SE;31;SSE;SE;19;20;46;59;1022.2;1018.3;NA;NA;20.IX;20.III;No;No
17.09.2012;GoldCoast;13.VII;23.III;0;NA;NA;NNE;54;SE;NE;7;11;62;58;1020.2;1017.2;NA;NA;21.I;22.I;No;Yes
18.09.2012;GoldCoast;14.V;21.IV;07.VIII;NA;NA;SSE;31;ESE;N;20;17;76;68;1019.9;1016.8;NA;NA;18.IX;20;Yes;Yes
19.09.2012;GoldCoast;13.II;26;03.VIII;NA;NA;NNE;43;WNW;NNE;19;33;73;69;1018;1013.3;NA;NA;18.IV;22.III;Yes;No
20.09.2012;GoldCoast;14.VII;24;0;NA;NA;SSE;30;E;ENE;7;13;64;69;1019.2;1015.1;NA;NA;21.V;23;No;No
21.09.2012;GoldCoast;14.VIII;24.VII;0;NA;NA;NW;37;N;N;11;24;78;60;1018.5;1013.1;NA;NA;21.III;22.IX;No;No
22.09.2012;GoldCoast;17.VI;24.IX;0.6;NA;NA;SE;35;NE;SE;17;19;71;69;1014.6;1011.8;NA;NA;23.I;24;No;No
23.09.2012;GoldCoast;17.III;25;0;NA;NA;ESE;24;SSE;E;13;15;66;76;1013.2;1009.9;NA;NA;24.I;23.VI;No;No
24.09.2012;GoldCoast;16.VIII;30.VIII;0;NA;NA;W;70;NNW;N;17;22;99;90;1012.3;1009.2;NA;NA;19.II;21.III;No;Yes
25.09.2012;GoldCoast;17.III;24.IX;02.II;NA;NA;S;52;SSE;SSE;41;37;60;55;1018.7;1017.7;NA;NA;22.IV;23.II;Yes;No
26.09.2012;GoldCoast;17.VIII;24.II;0;NA;NA;ESE;41;SE;ESE;22;20;47;47;1021.9;1019.1;NA;NA;22.IV;22.IV;No;No
27.09.2012;GoldCoast;15.I;25.IV;0;NA;NA;NE;30;WNW;NE;4;24;50;58;1022;1018.3;NA;NA;23;22.VII;No;No
28.09.2012;GoldCoast;15.V;25.II;0;NA;NA;NNE;50;NNW;NNE;22;39;58;64;1019.6;1014.7;NA;NA;22;22.VIII;No;No
29.09.2012;GoldCoast;17;26.III;0;NA;NA;NNW;44;NW;N;26;28;54;52;1015.9;1011.1;NA;NA;21.III;25;No;Yes
30.09.2012;GoldCoast;18.I;22.VI;5;NA;NA;SSE;37;S;SE;7;28;81;68;1019;1017.6;NA;NA;20.III;20.VII;Yes;No
01.10.2012;GoldCoast;17;21.III;0.4;NA;NA;S;44;SSE;SSE;33;24;75;63;1024.9;1023.9;NA;NA;18.VI;18.IX;No;No
02.10.2012;GoldCoast;15.VII;24.I;0;NA;NA;SSE;61;S;SSE;37;48;59;53;1029;1026.2;NA;NA;20;21.IV;No;No
03.10.2012;GoldCoast;14.VIII;25.II;0.2;NA;NA;S;37;SSE;E;28;20;50;58;1027.9;1024.2;NA;NA;22;21.IX;No;No
04.10.2012;GoldCoast;13.VII;26.V;0;NA;NA;NNE;46;NW;NNE;22;35;53;61;1024;1019;NA;NA;22;22.IX;No;No
05.10.2012;GoldCoast;16.II;29.I;0;NA;NA;N;39;NW;NNE;26;33;54;68;1021.9;1017.2;NA;NA;23.I;23.VIII;No;No
06.10.2012;GoldCoast;18.I;31.III;0;NA;NA;NE;35;NW;NNE;17;28;34;67;1017.2;1012.7;NA;NA;27.IV;24.III;No;No
07.10.2012;GoldCoast;19.IV;31;0;NA;NA;SSE;72;N;SSE;20;44;35;71;1012.3;1008.1;NA;NA;28.II;23.III;No;No
08.10.2012;GoldCoast;18;25.IV;0;NA;NA;SSE;44;SSE;SE;26;17;61;66;1014.9;1011.3;NA;NA;21.VIII;21.III;No;No
09.10.2012;GoldCoast;17.VII;27.III;0;NA;NA;SE;39;NW;NNE;17;30;58;61;1011.6;1006.7;NA;NA;23.III;24.II;No;No
10.10.2012;GoldCoast;15.VI;26.I;0;NA;NA;NNE;41;SSW;NNE;2;33;59;72;1014.6;1009;NA;NA;22.VIII;24.VIII;No;No
11.10.2012;GoldCoast;20.VIII;22.VII;0.4;NA;NA;WNW;57;N;WNW;20;15;80;87;1008.4;1007.5;NA;NA;22.VI;17.VII;No;Yes
12.10.2012;GoldCoast;14.I;20.VI;13.IV;NA;NA;WNW;80;W;W;35;39;41;30;1013.7;1012.6;NA;NA;15.IV;19.I;Yes;No
13.10.2012;GoldCoast;11.I;23.V;0;NA;NA;ENE;28;E;NE;9;20;36;45;1021.5;1017.8;NA;NA;20.V;21.IX;No;No
14.10.2012;GoldCoast;11.IV;24;0;NA;NA;SSE;67;SSE;ESE;17;26;50;61;1023;1020;NA;NA;22.II;22.III;No;No
15.10.2012;GoldCoast;13.VIII;24.II;0;NA;NA;ESE;31;SSE;ESE;20;20;53;59;1026.6;1023.9;NA;NA;21.IX;21.VIII;No;No
16.10.2012;GoldCoast;15.II;24.VIII;0;NA;NA;NNE;39;NNW;NNE;15;35;52;53;1024.4;1020.3;NA;NA;22.VII;23.II;No;No
17.10.2012;GoldCoast;15.IX;27.IV;0;NA;NA;NNE;41;NW;NNE;28;30;49;67;1020.6;1015.2;NA;NA;22.IX;22.IX;No;No
18.10.2012;GoldCoast;17.III;25.I;0;NA;NA;SSE;48;E;SE;9;39;71;68;1020.5;1017.5;NA;NA;22.I;24;No;No
19.10.2012;GoldCoast;18.IX;26.VI;0;NA;NA;NNE;44;NNW;NNE;22;35;58;67;1019.6;1015.5;NA;NA;24.V;23.III;No;No
20.10.2012;GoldCoast;18.IX;28.VIII;0;NA;NA;N;41;N;N;24;30;54;75;1015.5;1010.8;NA;NA;25.VI;23.III;No;No
21.10.2012;GoldCoast;17.II;26.I;0;NA;NA;S;46;ESE;E;11;9;68;76;1015.6;1012.5;NA;NA;23.VI;24.IV;No;No
22.10.2012;GoldCoast;19.IV;27.I;0;NA;NA;S;81;NE;NNE;13;28;61;73;1013.6;1007.5;NA;NA;25.V;25.I;No;No
23.10.2012;GoldCoast;15.III;23.VI;0;NA;NA;S;78;S;SSE;39;54;44;54;1021.2;1018.7;NA;NA;20.VII;20.VII;No;No
24.10.2012;GoldCoast;15.V;24.VIII;0;NA;NA;SSE;63;S;SSE;35;46;45;56;1022.3;1018.4;NA;NA;22.VI;22.VIII;No;No
25.10.2012;GoldCoast;14.I;24.VIII;0;NA;NA;NNE;30;SE;NE;9;20;47;53;1017.6;1012.8;NA;NA;22.III;23.IX;No;No
26.10.2012;GoldCoast;16;30.IX;0;NA;NA;NNW;41;NW;NNE;31;33;49;70;1010.4;1005.7;NA;NA;24.I;24.VII;No;No
27.10.2012;GoldCoast;19.VI;26.IX;0;NA;NA;SSE;70;SE;SSE;30;54;66;66;1011.6;1011.6;NA;NA;25.VIII;23.I;No;Yes
28.10.2012;GoldCoast;18.IV;22.I;03.II;NA;NA;SSE;65;SSE;SSE;43;39;58;63;1021.9;1020.3;NA;NA;21.I;20.VII;Yes;No
29.10.2012;GoldCoast;15.V;25.III;0.6;NA;NA;SSE;48;S;SE;28;33;66;50;1022.2;1019.1;NA;NA;20.I;21.VI;No;No
30.10.2012;GoldCoast;16.IV;23.VI;0.6;NA;NA;SSE;35;SSE;SE;11;17;88;62;1019.8;1016.6;NA;NA;18.IX;22.IV;No;No
31.10.2012;GoldCoast;15.VIII;26.II;0;NA;NA;ENE;28;ESE;ENE;17;20;63;61;1017.8;1014.9;NA;NA;22.IX;24.V;No;No
01.11.2012;GoldCoast;17.III;27;0;NA;NA;NNE;54;NNE;NNE;22;43;60;68;1014.2;1008.1;NA;NA;25.IV;24.III;No;No
02.11.2012;GoldCoast;20.VI;27.I;0;NA;NA;SSE;74;SSE;SSE;48;54;56;57;1009.4;1010.7;NA;NA;25.VIII;23.VIII;No;No
03.11.2012;GoldCoast;19.II;25.IX;0;NA;NA;SE;46;SSE;SE;31;26;55;56;1018;1017;NA;NA;23.I;23.V;No;No
04.11.2012;GoldCoast;19.VI;24.IX;0.2;NA;NA;SE;35;ENE;ENE;13;13;57;47;1020.7;1018;NA;NA;22.V;23.IX;No;No
05.11.2012;GoldCoast;18.I;26.IX;0;NA;NA;ENE;28;E;NE;9;22;60;57;1020.8;1018.3;NA;NA;24;24.VII;No;No
06.11.2012;GoldCoast;17.III;25.IX;0;NA;NA;E;28;SE;E;13;19;58;50;1020.2;1017.7;NA;NA;24.III;24.VI;No;No
07.11.2012;GoldCoast;19.III;28.II;0;NA;NA;ENE;33;ENE;ENE;15;30;55;66;1018;1014.5;NA;NA;25.I;24.VI;No;Yes
08.11.2012;GoldCoast;20.V;26.IV;7;NA;NA;NNE;44;NNE;NNE;30;35;78;68;1016.1;1013.8;NA;NA;24.II;24.VIII;Yes;Yes
09.11.2012;GoldCoast;20.IX;26.VII;01.VI;NA;NA;NNE;43;NNE;NNE;26;35;70;70;1016.9;1013.9;NA;NA;26.II;25.IV;Yes;Yes
10.11.2012;GoldCoast;20.II;22.III;05.VIII;NA;NA;S;52;SSE;ENE;7;4;92;69;1016.9;1015;NA;NA;21.V;21.IV;Yes;Yes
11.11.2012;GoldCoast;16.VIII;24.VII;16.IV;NA;NA;SSE;72;S;SSE;48;50;70;55;1022;1020.5;NA;NA;21.VI;23.III;Yes;No
12.11.2012;GoldCoast;16.IV;26;0;NA;NA;S;41;SSE;SE;28;28;54;51;1024.9;1022.1;NA;NA;23.III;22.IV;No;No
13.11.2012;GoldCoast;15.II;25.VIII;0;NA;NA;NE;39;N;NNE;17;33;42;51;1021.9;1017.9;NA;NA;23.IX;24.V;No;No
14.11.2012;GoldCoast;17.VII;27.II;0;NA;NA;NNE;46;N;NNE;26;37;56;65;1019;1015.2;NA;NA;24.IV;24.V;No;No
15.11.2012;GoldCoast;18.VIII;27.VIII;0;NA;NA;N;43;N;NNE;30;35;55;69;1016.2;1011.9;NA;NA;24.VIII;25.IV;No;No
16.11.2012;GoldCoast;20.II;28.VIII;0;NA;NA;N;50;N;N;24;37;48;73;1011.2;1006.8;NA;NA;26.VII;24.IX;No;No
17.11.2012;GoldCoast;21.III;26.IV;0;NA;NA;NNW;52;SSE;SE;11;33;82;79;1012.2;1010.3;NA;NA;23.VI;25.II;No;Yes
18.11.2012;GoldCoast;18.VI;26.II;14;NA;NA;NE;35;NW;NE;11;20;83;73;1011.5;1006.9;NA;NA;21.VII;24.IV;Yes;Yes
19.11.2012;GoldCoast;19.II;28.I;2;NA;NA;S;59;NE;SSE;17;33;74;70;1010.8;1008.7;NA;NA;26.II;25.VI;Yes;No
20.11.2012;GoldCoast;17.VIII;25.VIII;0;NA;NA;SE;65;SSE;SSE;31;44;40;59;1017.1;1014.5;NA;NA;23.VII;25.I;No;No
21.11.2012;GoldCoast;19.I;27.VI;0;NA;NA;SE;52;SSE;SE;30;31;54;63;1016.9;1014;NA;NA;25.VII;25.IV;No;No
22.11.2012;GoldCoast;20.II;28.I;0;NA;NA;NE;39;NW;NE;17;28;54;68;1013.8;1011.2;NA;NA;25.IV;24.VIII;No;No
23.11.2012;GoldCoast;20.VI;27.VII;0.2;NA;NA;SE;31;E;ESE;13;9;57;60;1017.4;1015.9;NA;NA;25.VIII;24.IX;No;No
24.11.2012;GoldCoast;21.VI;27.VII;0;NA;NA;NNE;37;NE;NE;20;30;55;56;1019.4;1017.2;NA;NA;25.IV;25.II;No;No
25.11.2012;GoldCoast;20.IV;27.VI;0;NA;NA;NE;39;NE;NNE;19;33;52;56;1019.1;1016.6;NA;NA;26.III;26.I;No;No
26.11.2012;GoldCoast;21.I;28.V;0;NA;NA;NNE;35;NNE;NNE;20;30;54;54;1018.9;1015.8;NA;NA;26.IX;26.VIII;No;No
27.11.2012;GoldCoast;20.V;28.IV;0;NA;NA;NNE;43;NNE;NNE;13;35;62;62;1017.9;1015;NA;NA;25.VII;27.I;No;No
28.11.2012;GoldCoast;21.IV;28.V;0.2;NA;NA;NNE;41;NE;NNE;22;19;63;84;1016.3;1015;NA;NA;26.IV;23.V;No;Yes
29.11.2012;GoldCoast;19.VII;27.VIII;07.II;NA;NA;NE;30;NE;NNE;13;20;74;65;1016.4;1014.2;NA;NA;25.V;27;Yes;No
30.11.2012;GoldCoast;19.II;28.VII;0;NA;NA;NNE;35;NE;NNE;17;30;71;64;1017.2;1015.3;NA;NA;25.IX;27;No;No
01.01.2013;GoldCoast;21.IV;29.2;0;NA;NA;NE;28;SE;NE;11;20;61;62;1016.1;1013.3;NA;NA;27.I;27.V;No;No
02.01.2013;GoldCoast;21.II;31.I;0;NA;NA;SSE;57;N;NE;17;22;54;68;1010.9;1008.7;NA;NA;28.VI;28.IX;No;No
03.01.2013;GoldCoast;23;29.I;0;NA;NA;SE;61;SSE;SSE;44;48;56;59;1015.4;1013.6;NA;NA;27.VIII;27.VII;No;No
04.01.2013;GoldCoast;21;29.VI;0;NA;NA;SE;44;SSE;SE;31;31;56;55;1016.4;1014.7;NA;NA;27.VI;27;No;No
05.01.2013;GoldCoast;22.VIII;28;0;NA;NA;ESE;44;SE;ESE;24;22;65;62;1017.3;1016;NA;NA;25.IV;26.VII;No;No
06.01.2013;GoldCoast;23.VII;29.VII;0;NA;NA;ESE;50;ESE;SSE;39;26;71;56;1018.7;1018;NA;NA;24.III;29;No;No
07.01.2013;GoldCoast;23.IX;31.I;0;NA;NA;SE;50;SE;SSE;37;31;57;65;1019.9;1017.5;NA;NA;28.II;26.II;No;No
08.01.2013;GoldCoast;22.I;29.VII;0.4;NA;NA;NNE;48;E;NNE;7;35;62;60;1013.9;1008.2;NA;NA;27;27.IX;No;No
09.01.2013;GoldCoast;22.VIII;31.6;0;NA;NA;NNE;59;NW;NNE;24;48;52;74;1004.4;999;NA;NA;28.VII;27.III;No;No
10.01.2013;GoldCoast;24;30.2;0;NA;NA;N;46;SE;ESE;31;19;76;74;1007.1;1006.8;NA;NA;27;28.III;No;No
11.01.2013;GoldCoast;25.IV;30.VI;0;NA;NA;NNE;41;NNE;NNE;22;31;77;67;1012.4;1010.4;NA;NA;27.VII;29.IV;No;No
12.01.2013;GoldCoast;25.II;32.3;0;NA;NA;NNE;50;N;NNE;19;39;61;74;1012.3;1009;NA;NA;30.I;28.III;No;No
13.01.2013;GoldCoast;24.V;30.VII;0;NA;NA;NNE;44;N;NNE;22;33;64;71;1010.6;1007.7;NA;NA;29.I;27.III;No;No
14.01.2013;GoldCoast;24.IV;27.VI;0;NA;NA;SSE;63;E;SSE;19;39;69;81;1009;1010;NA;NA;27.I;23.IX;No;No
15.01.2013;GoldCoast;20.VII;29.VI;0;NA;NA;S;57;SSE;ESE;31;20;65;67;1016.9;1015.4;NA;NA;24.VI;25.II;No;No
16.01.2013;GoldCoast;20.V;28.IX;0;NA;NA;SSE;24;SE;ENE;13;17;58;56;1015.7;1013.2;NA;NA;26.V;26.VIII;No;No
17.01.2013;GoldCoast;20;29.IV;0;NA;NA;NE;28;WSW;NE;7;22;57;55;1013.6;1011;NA;NA;26.IX;27;No;No
18.01.2013;GoldCoast;21.I;29.VII;0;NA;NA;NNE;52;N;NNE;20;39;57;63;1011.3;1006.5;NA;NA;26.VIII;27.IV;No;No
19.01.2013;GoldCoast;23.IX;32.5;0;NA;NA;SE;48;NW;ESE;28;17;64;71;1007.9;1007;NA;NA;27.VIII;28.V;No;No
20.01.2013;GoldCoast;22.IX;29.I;0.2;NA;NA;SE;52;SE;SE;13;28;74;70;1013;1011;NA;NA;27.VII;28.II;No;Yes
21.01.2013;GoldCoast;22.V;29;01.II;NA;NA;SSE;31;SE;SE;13;13;81;89;1012.6;1010.6;NA;NA;26.III;23.V;Yes;Yes
22.01.2013;GoldCoast;21.II;30.2;05.VI;NA;NA;ESE;28;SSE;ENE;13;17;79;57;1012.2;1010.5;NA;NA;26.VII;29.III;Yes;No
23.01.2013;GoldCoast;22.I;30.VI;0.2;NA;NA;SE;43;SE;ENE;11;24;66;62;1013;1011;NA;NA;27.IX;29.I;No;Yes
24.01.2013;GoldCoast;22.VII;27.VII;08.VIII;NA;NA;S;33;S;SSE;19;24;84;75;1013;1011.3;NA;NA;24.IX;26.I;Yes;Yes
25.01.2013;GoldCoast;23;27.VI;02.VI;NA;NA;ESE;56;ENE;ENE;28;31;83;82;1010.9;1008.8;NA;NA;25.III;26.III;Yes;Yes
26.01.2013;GoldCoast;23.VII;25.V;06.IV;NA;NA;E;57;E;ENE;37;31;91;99;1009.2;1007.2;NA;NA;25.II;25.I;Yes;Yes
27.01.2013;GoldCoast;23.VIII;24.V;35;NA;NA;E;94;E;E;48;56;99;100;1005.3;1002.2;NA;NA;23.IX;23;Yes;Yes
28.01.2013;GoldCoast;22.VI;26.IX;108.2;NA;NA;ENE;98;ENE;NNE;72;39;92;100;1000.2;999.1;NA;NA;24.III;24.II;Yes;Yes
29.01.2013;GoldCoast;23;31.I;73.2;NA;NA;NNE;33;N;NE;17;26;75;87;1004.2;1003.6;NA;NA;26.II;27.III;Yes;No
30.01.2013;GoldCoast;23.IV;29.III;0;NA;NA;SSE;61;SSE;SSE;17;35;81;81;1010.9;1011.5;NA;NA;27.V;26.III;No;Yes
31.01.2013;GoldCoast;22.VI;27.VI;11.II;NA;NA;S;28;SSE;ENE;13;13;100;68;1013.9;1011.3;NA;NA;23.VIII;26.VI;Yes;No
01.03.2013;GoldCoast;22.V;25.VII;0;NA;NA;NE;48;WNW;E;9;9;81;87;1010;1008.5;NA;NA;24;24.II;No;Yes
02.03.2013;GoldCoast;20.VI;24.IV;70.8;NA;NA;SE;50;E;E;31;22;100;100;1010.5;1010.6;NA;NA;22.III;20.IX;Yes;Yes
03.03.2013;GoldCoast;20.II;25.IX;86.8;NA;NA;SE;67;ESE;SE;30;43;90;76;1013.7;1011.8;NA;NA;22.IV;24.IV;Yes;Yes
04.03.2013;GoldCoast;20.VII;27.V;06.VIII;NA;NA;SE;59;SE;SE;33;43;79;80;1015.1;1013.3;NA;NA;24.I;24.V;Yes;Yes
05.03.2013;GoldCoast;21.VIII;26.VIII;03.VIII;NA;NA;SE;63;SE;SE;41;41;76;82;1016.4;1014.8;NA;NA;25.II;23.IX;Yes;No
06.03.2013;GoldCoast;22.IV;27.VI;0.6;NA;NA;SE;63;E;SSE;41;39;79;72;1017.1;1015.5;NA;NA;23.VII;24.VII;No;Yes
07.03.2013;GoldCoast;20.I;27;12.VIII;NA;NA;SE;54;SSW;S;13;35;96;71;1017.7;1015.8;NA;NA;21.VIII;24.IV;Yes;Yes
08.03.2013;GoldCoast;21;28.I;01.VI;NA;NA;SSE;57;S;SSE;28;35;68;70;1019.1;1016.6;NA;NA;25.III;25.IV;Yes;Yes
09.03.2013;GoldCoast;20.VIII;25.VIII;01.IV;NA;NA;ESE;63;ESE;ESE;43;41;74;75;1018.8;1016.7;NA;NA;24;24.II;Yes;Yes
10.03.2013;GoldCoast;20;28.I;02.VIII;NA;NA;SSE;56;SE;SE;30;28;86;72;1017.9;1015.3;NA;NA;22.III;25.VII;Yes;Yes
11.03.2013;GoldCoast;21.IX;27.VIII;01.VIII;NA;NA;SE;54;SE;SSE;37;39;67;63;1017.2;1015.3;NA;NA;25.V;26.IV;Yes;No
12.03.2013;GoldCoast;21.III;27.VII;0;NA;NA;SSE;61;SE;S;41;33;65;68;1016.3;1013.8;NA;NA;25.II;23.IX;No;Yes
13.03.2013;GoldCoast;20;27.V;05.II;NA;NA;ESE;63;S;SSE;28;37;71;67;1011.8;1009.2;NA;NA;24.IV;24.I;Yes;Yes
14.03.2013;GoldCoast;17.IX;28.V;08.VI;NA;NA;SSE;54;S;SSE;20;26;67;70;1008.7;1007.3;NA;NA;24;25.III;Yes;No
15.03.2013;GoldCoast;18.II;28.VII;0;NA;NA;SE;52;SSE;SE;13;39;61;67;1013.7;1011.9;NA;NA;26.II;26.VII;No;No
16.03.2013;GoldCoast;20.III;28.I;0;NA;NA;NE;24;SSW;ENE;4;15;58;66;1014.8;1011.3;NA;NA;25.VIII;27.II;No;No
17.03.2013;GoldCoast;21.VII;34.3;0;NA;NA;SSE;76;NW;SSE;20;57;67;62;1009.7;1007.5;NA;NA;27.II;28;No;No
18.03.2013;GoldCoast;20.III;27.II;0;NA;NA;S;57;S;SSE;39;41;60;65;1017.9;1016.8;NA;NA;23.VII;24.VIII;No;No
